---- start log ----
---- start log ----
frame_33b94b4463f811e564f2084d5fcdab2e_5dd58b0e0c11086e6e9f24733614f441_30000-1280_720	day->Night [45.0]
frame_ecf6c4c319d8763896cd5b0edb5429b1_11f7c17ee7cda8e642dddf4835701584_30000-1280_720	night->Day [89.0]
c1303151-a857-4e64-a6d0-ba9343c35e4d.mov-0001	night->Day [92.0]
frame_d00d5f8a44cf6b5cdf7031378292e094_5a9b864b95c3d410c264251ef53657fc_0-1280_720	night->Twilight [65.0]
frame_9231ab4f4aba670cbbaa0f05da99a70f_9bb8aed6d1aa8c089a118f7e459a2497_90000-1280_720	night->Day [111.0]
frame_98f25281d4d34e8ccf53b2216abdb71b_ed97de94c12b3035160951c222844af1_0-1280_720	night->Day [89.0]
frame_6a337b6cba79f175ebbf48e7b9cd588b_016f8323db3bf26b2fcee79af9ef1ea8_60000-1280_720	night->Day [77.0]
frame_9977c7eb6e5ab7f76769faed162ef85b_d3b667aa8613ad2a13624205a05cec53_90000-1280_720	night->Day [77.0]
frame_fc4b4ede348fb801d96535da8f4f7d65_2a1ae2eb84048e4fb5b303309539504e_30000-1280_720	night->Day [89.0]
frame_3a613d280c16c18a180c181d2a352f54_a32de5a7d296cc8f7e6a09abc64bc021_90000-1280_720	night->Twilight [61.0]
frame_c0a2adf797f2bb51618e3ea25cea13a2_4b7c8b79cc2cfb6028688084faa0b5cd_30000-1280_720	night->Day [118.0]
frame_cfbf5b79fafedc4a48ea66f4b56459f6_6a9a86fd1c05bae1b0069966d833541b_90000-1280_720	night->Day [104.0]
frame_07ccd4bf87adb36bb8227fccca775202_cd35a01770ee9cabbfdfb3ff409e5564_0-1280_720	night->Day [118.0]
frame_a888dbc208de8ed77c9e22632cae38bd_59b779831139279ff3a3a083ed3942b4_30000-1280_720	night->Day [103.0]
frame_41fa00f42d208dc163823e269c003bc1_5fe1b1a1475507936f36552e9103cac1_60000-1280_720	night->Day [81.0]
frame_c71b3a5c954a94fb81cbd0a461b5bce2_eed5bde944622cb2deb4fed4483a4d1a_30000-1280_720	night->Day [102.0]
frame_20d14e1a4d89d7cb093fb11feac4075b_b8673faad7bed8cc6838af9aa1f2929f_60000-1280_720	night->Day [69.0]
frame_8e93ade572b020c7079c5f12b9ca7557_e8b31d7a601fd5c70ae2af186c561e46_30000-1280_720	night->Day [100.0]
89c038a4-6b89-4d89-82f7-7cfd5026996f.mov-0001	night->Day [86.0]
frame_d5605d2b939fcd744a63c382ac2906e0_cc54f90d67bcf0c4abb0d5957b9876bc_90000-1280_720	night->Day [100.0]
frame_5b304e08bf1a0dbd2be5722f87223107_cf9acfb029fa0cd218ef88a835c9a624_90000-1280_720	night->Day [74.0]
frame_1a3ce6a38aa75adb371cfca30fe9906f_9e5bc21476b9344f120719b83473dc4a_30000-1280_720	night->Day [101.0]
frame_c137605c2b52dce2d5da9f7410792c2a_fdc6ebfe1394044db081d65f06d7bb3a_60000-1280_720	night->Day [79.0]
frame_bbf121ec7b7fbf8d41eded3593fa5b2d_a72cec70daf5fe5c3342ef96cb71a28e_30000-1280_720	night->Day [114.0]
frame_208fe0410834b142b99edc19c0d0f11e_661ef880f7ab17a3e66c8db5a303e89f_60000-1280_720	night->Day [148.0]
frame_49520705ef8bc7ed1f4463c242b075e6_b27cf3e1f050f61d279eb843c7ed0dfd_60000-1280_720	night->Day [112.0]
frame_e27b22e6169c4df8250b7023f1655410_c3efb3afa0c3b3cd08c7b59e0f56c693_60000-1280_720	night->Twilight [63.0]
frame_9897bcd84de391cb65876fbf85343e0f_a90c9671ef4e257fe4e0bddb75c0990e_90000-1280_720	night->Day [119.0]
frame_fa95dc2385d0cbe2b703d6d66719c907_a69d510a38aeb8e85dbb97d2fc902936_60000-1280_720	night->Day [70.0]
frame_0a1874f917e675735545de9af324261a_753fe1bfaeb0687909099cb582082df6_0-1280_720	night->Day [123.0]
frame_b7bdf46aeeabe21af2f0ad2a0932d40c_67e54c9d907ab3726712cb3d8cd28bc8_90000-1280_720	night->Twilight [64.0]
frame_b099a0bb7bc9a9923897c13c3f0d8815_3f369d6c9e7818fd9b87feadbebeb51f_0-1280_720	night->Day [98.0]
1d7fa8f4-08a9-4678-b3bc-b6ab6011ce1b.mov-0001	night->Day [81.0]
frame_f077e2492ce5d8fbe119638f251c7cfa_b7269281b8b339467c14136044f50096_0-1280_720	night->Day [123.0]
frame_b14c444933bac23031713f4b69c58b56_3cb67da40ea07a230f9fb692c46e4eff_30000-1280_720	night->Day [104.0]
frame_43dfc2b2193f8088a2e11a9eee2e41d6_d71eda9c120aebc557562f2795cd9d59_90000-1280_720	night->Day [73.0]
frame_bdb74e192a6a0552207303f0898a6646_0b22cb40fd5d5aa7c8bfe2002dfcd3da_60000-1280_720	night->Day [109.0]
frame_41c9592341345f65c3324aa7dc579496_ce139aba2b3a6dd8fc438a0fe6572142_90000-1280_720	night->Day [117.0]
frame_2141938bffbde1314c9968f20789cf40_37a838783c3c735fd57165f988250c46_90000-1280_720	night->Day [72.0]
frame_3dcf5562439ffca80dcbf61dbb256997_4e805d65a55dee6674aab6146f2e114e_0-1280_720	night->Day [79.0]
frame_79c3d56a2c6f118a827837dc6a0cc365_426cb8189934d10aed877015a114836a_0-1280_720	night->Twilight [65.0]
frame_4e1a8e4cba81bba5d7030565c1496dcb_34445c1d10168906a7e5227c4d06593d_30000-1280_720	night->Day [86.0]
frame_02e6becb5c10543f6fe91593d4f61bca_c959d2cf5eeb3745bd7bd728662c0ec1_60000-1280_720	night->Day [129.0]
frame_fba70032-908c-4282-b5e3-388ca430ccfb_00000-1280_720	night->Day [89.0]
frame_5b048cf21914996ef1e482b407eae6f7_8e272ce350f6963200758a6c6651711d_90000-1280_720	night->Day [80.0]
frame_4186906884a90e951340c54d605042d9_c4e7cbef2c581876ff1e5ab0f4a1feed_0-1280_720	night->Day [117.0]
frame_a110a35c64e65608634895a9b8edd79f_243acf2b6d4a2b1ac98c04d8255329fb_0-1280_720	night->Twilight [61.0]
frame_bbe05883741c7b66cd61cffd9c3fd06d_6e4b754376a29e53e3d7fb4a92e8c0c6_60000-1280_720	night->Day [99.0]
frame_aff848ab40932c2515467e22704559a9_ef151ebdfb38e7fbd575f9bef3475ca6_0-1280_720	night->Day [98.0]
frame_9b6e8ec7454a6311a9f30508bdedc76a_d44e9d370f04f29a76bbabe750fcaf4c_0-1280_720	night->Day [119.0]
frame_f1fa9b208332619bd172ae77349258c0_315a024b7ed5128943553267d728c719_30000-1280_720	night->Day [92.0]
frame_4fc1ea686b16466655393fcb6d92fc3d_a7dff063d040bc55720b9e0c3e80e10a_90000-1280_720	night->Day [128.0]
frame_1e012d6301ba561f5c0403200dd57e41_f1a4e2a5c7a6d2de11cccdc150a589fa_90000-1280_720	night->Day [90.0]
frame_ef1715650b78373c23972c9cd7a683e9_3ee8cb24671733cce06ad866ff1698c0_90000-1280_720	night->Day [125.0]
frame_49520705ef8bc7ed1f4463c242b075e6_d1f6d6e4d5e11e52eac665e491fa9927_0-1280_720	night->Day [116.0]
frame_7e4c65f7d1d4577b142b71a150fd70d7_ce337ffb8a3bd5a1cb56dba364fbfc9a_90000-1280_720	night->Day [112.0]
frame_4186906884a90e951340c54d605042d9_ad3f856a3c23ad0910410adb01762371_90000-1280_720	night->Day [150.0]
frame_021f3a70a4e5ae913959f6897858b3cd_21b5098747cbbd3763d96e0b2a6c3ab8_60000-1280_720	night->Day [88.0]
frame_30616d7092c165ff0282ccb3e2372882_9def0d389033b8662e9bee965ee7cfbe_0-1280_720	night->Day [113.0]
frame_8ba9d1d884f22b1016d5e4e303e31aac_ff406dab10e2e381ff568835f0d4fc8c_60000-1280_720	night->Day [90.0]
frame_3a613d280c16c18a180c181d2a352f54_8d45680634c2934179d1f3b1e13adc27_90000-1280_720	night->Day [110.0]
frame_37373c4ac50691cbf3347c578a38b616_d261c902dc6d6ccddcc1ffb1a5986d29_30000-1280_720	night->Twilight [66.0]
frame_6cd052f7f9b40dabd1dcb4085b84559b_415c2a1be77e808ef13556771fb7820c_0-1280_720	night->Day [85.0]
incident-0-34afc7d1-0009-4f93-95fd-2f711f0df962.mp4-0001	night->Day [81.0]
frame_940934b34b5f434a382c5e0bc9853353_c036165d789500bf40531ce4708f998a_90000-1280_720	night->Day [149.0]
frame_9ee9dcb1a7c021a3f1e82156906da6f7_634d2e3dfce33d446349cd1ccc78674c_30000-1280_720	night->Day [121.0]
frame_88416e4471326780ec109bd64bde3ca3_fa41b1e98675bb82c98e542f26956bac_0-1280_720	night->Day [106.0]
frame_a30aa076b108a245fa446c48b01d896b_4d69b27f3c66a6262380bd0c7544c6d0_30000-1280_720	night->Day [83.0]
frame_2187b64274673cade7882bd1d8d65e54_00d6f00f3fbb0c076bd103d8cdbef699_30000-1280_720	night->Day [79.0]
frame_f2bf0c3fcdb629ecf255a1ac8968b983_f2a78a529f8f7f80583a202fdbdc1639_0-1280_720	night->Twilight [63.0]
frame_9897bcd84de391cb65876fbf85343e0f_f1e9acc3b70687f757b03db106139032_0-1280_720	night->Twilight [61.0]
frame_a47a0744b6617583a277c28780d34c19_5f03912b99497deb30c03ff43e96b77e_30000-1280_720	night->Day [113.0]
ad9cfb18-8a26-4ebd-83d1-c70703a37307.mov-0001	night->Day [88.0]
frame_bc6f85eee309d7cf4dafb1cfe1ccd851_7cfc4bb77048f9f126fc544a57a7be8d_90000-1280_720	night->Day [89.0]
frame_0b2031b93ec8eeb41fb163815708961f_ad11078e999883f3f8f759c0b88f2557_60000-1280_720	night->Day [70.0]
frame_12305483056d8f5d37bc6519b044f858_a980eacdab9f1d02de34d7ca05b24569_0-1280_720	night->Day [140.0]
frame_3973efa32b258f8b1b98e4d4a328d3fb_eadb72a76c3a05dd82530009b69557fe_90000-1280_720	night->Day [103.0]
frame_c5e4ce72869a224048fad1be9f69ac88_d49efe106285f18c57c3e33993d2e1f4_30000-1280_720	night->Day [118.0]
frame_0237139a14f10563959a6ca073198886_9bc6ef5723bd35bb753afd598b0cd3d7_60000-1280_720	night->Day [147.0]
frame_5d491d4bd5ba04039138770285e84ed9_04a174822b6c443c79eac7e5acda40c0_90000-1280_720	night->Day [90.0]
frame_74e8d2c9c5d3735a9b8e20bb8ab71f32_1e7020d258dfeb35fd9aef2f545f8b68_30000-1280_720	night->Day [97.0]
frame_07859e9b-f20f-493a-9f4a-d57f17b5ee77_00000-1280_720	night->Twilight [63.0]
frame_890b45e003a302abdbe1897a28192259_88c8df0d70549e1756fff9567e687ade_0-1280_720	night->Day [99.0]
frame_e998fbf1f1da584eb48e80892048f155_86dd3e9cf7de9d6cd7ae0b7ce8732614_90000-1280_720	night->Day [79.0]
frame_cd1466484cfe4b24f16972bf6060ad46_4e9ed92c6ae065eee2fb59e502167b5a_0-1280_720	night->Day [96.0]
frame_f1fa9b208332619bd172ae77349258c0_c4f744d94a7e5f05b20213b3a9d2bf82_90000-1280_720	night->Day [99.0]
frame_482783f8523641557635334f6643a319_e9dd567dc61bf8a43d311d5daeeda271_90000-1280_720	night->Day [96.0]
frame_17990b52e443ad95724b8b436682d11a_03c6c08adf65dc61227f380a7cc139bf_0-1280_720	night->Twilight [66.0]
frame_4502f359372051e5f33d6df936407a8f_06ab4c49e370b59f388ae047e0d94185_30000-1280_720	night->Day [90.0]
frame_3ed37acbf139d3c82660e9a821a0683b_5488a17d6a7ea780829a235f0a710baa_90000-1280_720	night->Day [81.0]
frame_1b27366ccb587fc42eed468929b3ed5d_5b13bd2253b3fd84328eebb7ce8aa700_0-1280_720	night->Day [131.0]
frame_f9d106c0946c6e8c270888dee76cef59_77abb8dbd52c71e0796c9529a1879fe5_0-1280_720	night->Day [90.0]
frame_b9e1b08527ff8805c6aa0ab51f66d825_a213b49ae6cc08a083b026538f3ca45a_60000-1280_720	night->Day [118.0]
frame_9ee9dcb1a7c021a3f1e82156906da6f7_8bc05e550acb7ab524fb194d669d5bf1_0-1280_720	night->Day [117.0]
frame_060748addf11c8bc474ccaca356c38bd_f3c4c163bf855058d5388c00c77e6ba3_60000-1280_720	night->Day [110.0]
frame_b4d522dc-0656-4ccf-a26a-348d17857d60_00000-1280_720	night->Twilight [67.0]
frame_3013052dbf384223ff0ed045e2f01ac9_18d746de74cb9e9568aca6aa10dca657_90000-1280_720	night->Day [73.0]
frame_ed33711f475d3c61b4155cfe955146fd_3bd9f03cb6960df20c2feed056a2b8fb_30000-1280_720	night->Day [87.0]
frame_4fc1ea686b16466655393fcb6d92fc3d_d92d50392b0fc0a609c288f21bed1953_0-1280_720	night->Day [119.0]
frame_6639b371e17b774ff315e1ebbb3a3e07_148f58a0629444189c5abdc353dadfdc_90000-1280_720	night->Day [116.0]
frame_4700299b2a5f9e170f4ffc31d0d9f656_f9b53bd5fc620754f7e80da796ca20d8_90000-1280_720	night->Day [95.0]
frame_b3ac1b597f2c3e40546b35bbbec94fc3_a1c5d595d3fa89b8004a07b957febb4f_90000-1280_720	night->Day [85.0]
frame_5a7757cea276dd312055fb3f6db10733_2778f9bba8379095e06253062e8243fd_0-1280_720	night->Day [107.0]
frame_5d5bf662d09e0886ab958715bfdf5f00_7f5769f23e569dd4b6425ed73d34b247_60000-1280_720	night->Day [135.0]
frame_1a3ce6a38aa75adb371cfca30fe9906f_532c43a5187b15b50b841ad61047f18e_30000-1280_720	night->Day [90.0]
frame_20d14e1a4d89d7cb093fb11feac4075b_930df877923ac64868fc5ef5f4c13822_0-1280_720	night->Day [89.0]
frame_b43b1ef62bacbc8edcb49861cceafc0d_9f9df0074bbc214ccc99583fa79135a9_60000-1280_720	night->Day [85.0]
frame_df51d770287a12b5831e456564ce1179_29d54e194b63ae067026d402c33d71ed_90000-1280_720	night->Day [83.0]
frame_f4c7a24d83e823a4632156e970303d80_009318ed6e09bdb9c4e9b7ebc9406aed_60000-1280_720	night->Day [119.0]
frame_8a3bff9acb2f2fe28bbb656c399ad87f_e9913d0ab6678ca7da65f4048f113a91_90000-1280_720	night->Day [88.0]
frame_ff034cfd100c1eba0eb80acd6fc0d06c_670df08879e67159e644cdc8854b348a_90000-1280_720	night->Day [73.0]
frame_8a3bff9acb2f2fe28bbb656c399ad87f_a8de7b087a328a5369966e28aef0a195_60000-1280_720	night->Twilight [62.0]
frame_5f235ade9a6d2449dd9d7cbcbe3173fc_7997f74415d0c134c0b1ade22778879b_30000-1280_720	night->Day [94.0]
frame_a6148a14ab72e2ff2b92295258601dd8_d785a4d19b68b087986277c66a1a2346_90000-1280_720	night->Day [122.0]
frame_238a3f054dea823fd3c381c72d779227_544525261144e8d4d237ec10220bf449_0-1280_720	night->Day [128.0]
frame_4186906884a90e951340c54d605042d9_a0b3d7fd0873a231a123add3870b68f5_60000-1280_720	night->Day [91.0]
frame_0cc2df5de90499b0aef0c0e653f42e84_4f4e735c3357e7740f5aa82dc6821fea_60000-1280_720	night->Day [89.0]
frame_5b048cf21914996ef1e482b407eae6f7_d0a9b91a404cb1b6bdab9eb6933633ae_60000-1280_720	night->Day [73.0]
frame_619226ff3849357fb85f914ec985a83b_e1c3475fa13c55128b5e9ced77c3f177_30000-1280_720	night->Day [80.0]
frame_7851b3f8dcd0d36e0e4d0af6e9b9d8d2_db014dd6d64f8090dc8dbcad9f903b3f_30000-1280_720	night->Day [90.0]
frame_21adff52425c252eb7f7b77e70336d4a_2399655efe5386a3df9d7d71782114e4_60000-1280_720	night->Day [88.0]
frame_ef1715650b78373c23972c9cd7a683e9_4e4c1f718880d3fc2f659d81114b15bc_30000-1280_720	night->Day [125.0]
frame_729424b6c33533d5235a85439e338a23_04fe0e9825afc961e8c87c7453f7af5c_90000-1280_720	night->Day [99.0]
frame_0a928d898749266a392824b46a8bfb0e_951fae4155265d9ef9626e366a9ff313_90000-1280_720	night->Day [89.0]
frame_1b27366ccb587fc42eed468929b3ed5d_198414fa99f6be689eeb9c1ea5a248ed_30000-1280_720	night->Day [143.0]
frame_9936aa8da5339cfabb370162dda5b3c8_dc1c79827ff636b8167b49dffd7decb7_0-1280_720	night->Day [92.0]
frame_9780815ef8876b68d1cb75714bdf83e7_a417173d185be232047c416f420bac95_90000-1280_720	night->Day [143.0]
frame_a5ebc8220fdcb96d312afddaaa11af97_f2b86d1cb4338770889c9852362ae4eb_30000-1280_720	night->Day [98.0]
frame_f9d106c0946c6e8c270888dee76cef59_9a2f6650dd71b16c9b7090a3e10ac8ae_30000-1280_720	night->Day [100.0]
frame_4700299b2a5f9e170f4ffc31d0d9f656_c9a6543d7ffa78df366caea805b845d4_90000-1280_720	night->Day [120.0]
frame_3239fc4249fa95b06def84cc8a8ac2b6_a5f5fd9704667e44c2810bab3c7cfa8f_60000-1280_720	night->Day [140.0]
frame_4ac731cca2745b85fcaf57859a7200db_347ecf31b06cf2cef47e64c69c901255_60000-1280_720	night->Twilight [62.0]
frame_ad9da12ea70429eea734e4ae0d9ef1eb_f7ffd6e01ac52e4983f30a4a9ea7b4d7_90000-1280_720	night->Day [103.0]
frame_806ca35a7eaa676700d9a5d92dbb4d60_a1c0abd613c1735a73e07d52ea6f066a_90000-1280_720	night->Day [89.0]
frame_d26101503e6d32705b0a61346ffcb477_c42eba1a437b2f8b44369750014ff00b_0-1280_720	night->Day [137.0]
frame_234e9a78edf5b34677afa8720348867e_c15a3bfc6ef7a6bd5b978e62dc1988a3_30000-1280_720	night->Day [88.0]
frame_324f5d6318f77a38fc4a6e1f29a901c7_fb0611424b73977d961a60ae329225d2_60000-1280_720	night->Day [91.0]
frame_9231ab4f4aba670cbbaa0f05da99a70f_2efd3233d7b093c666abec7ef3ab417d_30000-1280_720	night->Day [114.0]
incident-0-2ddb2ab6-6e50-4bff-9f48-f6eb00b3334e.mp4-0001	night->Twilight [62.0]
frame_c0a2adf797f2bb51618e3ea25cea13a2_2be3201afa99b9e64ee1c963ef8448fb_60000-1280_720	night->Day [85.0]
frame_3d74dde567f8bc0319d59bf9c0ba5356_07d3525c1f4521e8dc59107c0e6b4a32_90000-1280_720	night->Day [98.0]
frame_9ef4d78178991bb7bd98899e8a9a3570_73470c75311122b2bea2b196d0284bcf_30000-1280_720	night->Day [132.0]
frame_a6334ccadb3ab9bb3d7f4b44333e1348_db4484175df716e9e88efb77c2d3e9ec_60000-1280_720	night->Day [79.0]
frame_30d21e7dccdd0b594ca86d525e4b0881_856b01bf39e750b6188fcbbf2df98098_60000-1280_720	night->Day [114.0]
frame_8d0d0ee0-a407-4314-80e8-93ae3dbd7be2_00001-720_1280	night->Twilight [66.0]
frame_9fc898c9b6f76491e85688a71b7e0861_6fb10b0d2eec814a5e7f79226254e913_90000-1280_720	night->Day [129.0]
frame_b43b1ef62bacbc8edcb49861cceafc0d_73628ed7cd0a2812170697901b626dde_0-1280_720	night->Day [87.0]
frame_f701b912d9b67f6af334316a5d7a2145_9c68c5ae2ddaeedaeab834d1e1fe5cc0_30000-1280_720	night->Day [68.0]
frame_54c97407fc761f9569ac2dbdb8111059_e4843a82a9bcaffb9bbe4cc24a416524_30000-1280_720	night->Day [82.0]
frame_26443ccedea8928b20d42c7137bb3b62_c0efe2ef4dd74e8f12abc51584f520ce_0-1280_720	night->Day [110.0]
frame_4b757d725babf9a6cdb7f5817f6e8835_1804b2613bafaa61bb9f0d8969cf1518_0-1280_720	night->Day [125.0]
frame_3dcf5562439ffca80dcbf61dbb256997_0dbbbec1cd3d962572702c3aac2e6d85_0-1280_720	night->Day [70.0]
frame_c34e56fbcc9a50258bbd15b6b4dda31d_b8fc34f510a52da39b728c8a73f2f060_90000-1280_720	night->Day [72.0]
frame_ded274bf9383c72754cbcd09198209ec_ce4a73eac52e0ee34c2c57c49b694f25_90000-1280_720	night->Day [70.0]
frame_c970eaa16022b243b0d5e7464982a25d_d2a7ff2809fd99acf9605755942d188d_30000-1280_720	night->Day [105.0]
frame_94fd883382ff66381e58ea37a4c52112_5fb49f4c1eca8767f5fb26872e8cd16f_90000-1280_720	night->Day [108.0]
frame_f4c7a24d83e823a4632156e970303d80_0467f2e61170c0bcc92a7bcec38301ba_30000-1280_720	night->Day [127.0]
frame_f701b912d9b67f6af334316a5d7a2145_22355b8b74b13d230d0dad1e52f7fefc_60000-1280_720	night->Day [84.0]
92a65b6d-21c0-4e83-88f9-1b627c15af14.mov-0001	night->Day [75.0]
frame_8e9b879419ef5e8b062b1dd1f1deecdf_144b2fd680be38f2a017157dfad068e8_0-1280_720	night->Day [84.0]
frame_f21978a13808d1bbace145dd25a11e48_692bbd0d2d446969792ee14452d57523_30000-1280_720	night->Day [99.0]
frame_41a85e478e5398ef4f02632410db966c_8c5dc2ce330d717d39f3a79986290013_60000-1280_720	night->Day [79.0]
frame_ede12358e499cf26e1d441c9d2d2ca27_d4def1872959df18a91f8f13e04f36b6_0-1280_720	night->Day [82.0]
frame_874b96c9e4b946428703d3ca8574e132_ccaed409f90c6b2edf1c7b7d7ded7a57_30000-1280_720	night->Twilight [61.0]
8602402e-6964-41dd-8676-3fda9a176bf6.mov-0001	night->Day [79.0]
frame_46569e56e00098afeb035e4278116486_21c73f1670159d8afac1c42723a0dad0_90000-1280_720	night->Day [121.0]
frame_51d5a8472a1d0476548489194bc9ce5d_06286211f0e81146ac4cde8f48a6330c_0-1280_720	night->Day [93.0]
frame_528d905482780a51e10442d8a68084fb_003fa6aa7ef3f2cac76f63894d435691_30000-1280_720	night->Day [104.0]
frame_2d4b89e9666a35e916295633918634f1_b03c9cbf84db19fa85f9c6f79de8746a_60000-1280_720	night->Day [93.0]
frame_73b5f6c2c192f3b12b0a5019c7e001a1_382d43af181caa69dfb043a518ac1d9e_0-1280_720	night->Day [82.0]
frame_7f7fac92437709a89b3d5130f03b3fd6_2813d80644f9511a06bae5b065f1b896_90000-1280_720	night->Day [95.0]
frame_49520705ef8bc7ed1f4463c242b075e6_df37a73c94087da33f6096a48fb7429f_60000-1280_720	night->Day [118.0]
frame_2d13b970bd577c7f85352e2c43557c1b_eff53755a393459bce24eda8034d4bab_90000-1280_720	night->Day [111.0]
frame_93763cabd2fb5f8c4b56d0a722bef064_54d5a9897045086738acea551a925c93_30000-1280_720	night->Day [80.0]
frame_26443ccedea8928b20d42c7137bb3b62_d87941de6ebfb1964f46d6f78ad50fa0_0-1280_720	night->Day [127.0]
frame_fc4b4ede348fb801d96535da8f4f7d65_955278189bde0a34db144de8c5648783_30000-1280_720	night->Day [89.0]
frame_c22ea71ff43c2e16d66208a5765e0c51_666e383ecd8029a296d3f1a18b527db6_0-1280_720	night->Day [86.0]
frame_74e8d2c9c5d3735a9b8e20bb8ab71f32_7f6310a7a4f3b63a14e02878a4cb1bbe_90000-1280_720	night->Day [85.0]
frame_b7bdf46aeeabe21af2f0ad2a0932d40c_f19461c8661eef8206cbb0d796536c58_0-1280_720	night->Twilight [61.0]
frame_1a10251efc7c32c56fea02f1d359bc16_c599b22e3a099c831ebc4ffc963db952_60000-1280_720	night->Day [115.0]
frame_5808447acccd3af80710d4f513cffd6a_7c0dc4650fe0afb59a2e4c104b0f28d6_60000-1280_720	night->Day [106.0]
frame_052fd19b50d254195633ad2ed97e7103_fe871feb5d7dfa3ad1dc6e4fc4388e03_30000-1280_720	night->Day [115.0]
frame_fee6150e518c1dafcf3c3c6b05100780_be437c23f60af11d7d4d2bd076e4a372_60000-1280_720	night->Day [107.0]
frame_2e311bf476506367c9e6a785d1506aeb_bd5b858d4bc6c79618fe7911ea82a13b_90000-1280_720	night->Day [90.0]
frame_974b13779297a796e5958eaf377cd665_7d026c284fc2c54a29dedd431cb0f8f3_0-1280_720	night->Day [94.0]
frame_38a6b33d8ffb0d85ee12df8637b9a61f_9afe18dacf1fc7281edea5727885dbdd_60000-1280_720	night->Day [131.0]
frame_badf2f7644af52cf8ffd6eca9966f7a8_4b69fae1dcdcd111f9a0ee41cffaa73e_0-1280_720	night->Day [130.0]
frame_93b55c0c64bfaa5857ff907a4ea36bba_0d53e66e1f4435f2f46311ee584a7822_0-1280_720	night->Twilight [61.0]
frame_badf2f7644af52cf8ffd6eca9966f7a8_3a18bc7b35909734a8842416f18e6fa5_90000-1280_720	night->Day [117.0]
frame_69ebf36d-5222-48e3-b966-4292364afb8c_00000-1280_720	night->Twilight [64.0]
frame_a078e71f409d65e5a8372271f2e1b712_23a029160191a1877c92e128b8352a63_0-1280_720	night->Day [120.0]
frame_f0c8d9c0c9968b85d977a154bf2e3a50_f2996685ae2b6911a249c969f175ed5b_60000-1280_720	night->Day [82.0]
frame_4e925e79ca81d78cdadbc531ffc7c62b_0f3abdfaafc1e7ab90aaa45965e4c0ab_0-1280_720	night->Day [104.0]
frame_2da642ef5d5a1f1e0d48b96cde8d151f_4aeb230469a7e38cf8e4836e94029554_90000-1280_720	night->Day [95.0]
frame_6c9129b1a193453e139e7189fb38f1fb_916acec330092db148f56bdaa30a7009_0-1280_720	night->Day [99.0]
frame_bfc4d62d123ec806efdf9e8a72c0e06b_117de7d7a676b040a35427d0c6d9d92a_0-1280_720	night->Twilight [67.0]
frame_68f40d27b99e8295ed396fa4c30c80f3_186f8bf2d3efa5fcceea4be6c20360c2_30000-1280_720	night->Day [133.0]
frame_551a6c23033746fe667be1192c2048fa_d7bf4c61d0d36bed937d85f1e716b5b6_90000-1280_720	night->Day [90.0]
frame_ecf6c4c319d8763896cd5b0edb5429b1_73058100285d663191558d631f88d56e_90000-1280_720	night->Day [102.0]
frame_be5c278732a5bcbabbe3e2e96fd7d64e_c008a8fcfed88ddd986645df5f2ac082_30000-1280_720	night->Twilight [61.0]
frame_49e6f31ce5b00e9865fc53bb0de04634_49fa5b37db59ea9ffe7b3977dd1e5edb_60000-1280_720	night->Day [124.0]
frame_a3f10967-34de-4bde-943d-70bdf646f371_00000-1280_720	night->Twilight [62.0]
05dd07b3-8ce8-497e-90ee-f9028f709cc4.mov-0001	night->Twilight [62.0]
frame_03427d966771cd4cf6215983e4417fa0_26adf4109b96842b645bf68edc82c6d7_90000-1280_720	night->Day [138.0]
frame_bfc4d62d123ec806efdf9e8a72c0e06b_c016448532e22d4d974128469a20eda6_0-1280_720	night->Day [168.0]
frame_e27b22e6169c4df8250b7023f1655410_d58fc8922942868c80acf853bd265853_90000-1280_720	night->Day [83.0]
frame_0345efa6c553307de15dbc975acaf57b_0540f0a4ccbf04040d1f1a2915ab84f6_0-1280_720	night->Day [96.0]
frame_a8b1f430c3f514e6f622e2d792e788f5_58a4dd241d2b567fe309ab5f5c7dea58_0-1280_720	night->Day [122.0]
frame_cd3edec7c0224598be1d936410ecfd8b_6b58ca9ce5f3f59b8654aed0f22a9586_60000-1280_720	night->Day [71.0]
frame_ae8d8b0aed379c8d4ff1fb1c63e4263f_bfe0f5f4644bcfdf631828e7c9b4f2f7_60000-1280_720	night->Twilight [67.0]
frame_a2d933e0-ae6f-497a-877a-681d76d83d18_00000-1280_720	night->Twilight [61.0]
frame_0ac60e1aa4f765d3bb19d8a857b0d96a_709477746c8ad6793f5c5f77d33ba53a_60000-1280_720	night->Day [126.0]
frame_e353e766aac9d5b51c0a18a6d5d502b1_c431fdc27c01d856cf28335eaa350c93_0-1280_720	night->Day [124.0]
frame_121843298971f9c293e5d73d2cca93f9_212fd50e8e6cb8c0b273be36121460f9_90000-1280_720	night->Day [72.0]
frame_6d47880a5fa06382e81d1841c8e8873d_b66e886c778f0bace14b380cc9a5d7ff_90000-1280_720	night->Day [91.0]
frame_26443ccedea8928b20d42c7137bb3b62_4a345786cb13cbabb3306e4f96dd0ecf_0-1280_720	night->Day [117.0]
frame_bfeaf163-6f19-41b5-9fbd-ec31871f39ed_00000-1280_720	night->Twilight [62.0]
frame_5823e2770bbd617d4b7e1b0815d6c4ae_86461d2ba277c33e3dadfad50921acf5_0-1280_720	night->Day [94.0]
